cve_id,executive_summary,exploitation_consequence,observed_in_the_wild
CVE-2023-1235,"A type confusion vulnerability exists within DevTools in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1236,"An unspecified vulnerability exists within Internals in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23397,"An insufficiently protected credentials vulnerability exists within the handling of reminder alerts in Microsoft Outlook 2016 (64-bit edition) and earlier that, when exploited, allows a remote attacker to escalate privileges. Exploit code is publicly available and this vulnerability has been reported as exploited in the wild. Mitigation options include a vendor fix and workarounds.",Security Bypass,true
CVE-2023-1528,"A use after free vulnerability exists within the Passwords component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1529,"An out-of-bounds read vulnerability exists within the WebHID component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1530,"A use after free vulnerability exists within the PDF component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1531,"A use after free vulnerability exists within ANGLE in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1532,"An out-of-bounds read vulnerability exists within the GPU Video component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1533,"A use after free vulnerability exists within the WebProtect component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1534,"An out-of-bounds read vulnerability exists within ANGLE in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1528,"A use after free vulnerability exists within the Passwords component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1529,"An out-of-bounds read vulnerability exists within the WebHID component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1530,"A use after free vulnerability exists within the PDF component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1531,"A use after free vulnerability exists within ANGLE in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1532,"An out-of-bounds read vulnerability exists within the GPU Video component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1533,"A use after free vulnerability exists within the WebProtect component in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1534,"An out-of-bounds read vulnerability exists within ANGLE in Google Chrome versions 111.0.5563.65 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-28261,"An unspecified vulnerability exists within Microsoft Edge (Chromium-based) 111.0.1661.41 and earlier that, when exploited, allows a local attacker to elevate privileges to SYSTEM assigned integrity level. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-28286,"An unspecified vulnerability exists within the web server in Microsoft Edge (Chromium-based) 111.0.1661.41 and earlier that, when exploited, allows a remote attacker to disclose information from a victim's browser. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
,,,
